//////////////////////////////////////bing//////////////////////////////////////
bing	52	bing	0.018109976950938432
bing	344	live search	0.018053116769095694
bing	354	msn search	0.018053116769095694
bing	98	comparison of web search engines	0.007194244604316549
bing	277	info.com	0.004672897196261684
bing	381	msnbot	0.0037807183364839325
bing	343	list of search engines	0.0029781601588352094
bing	656	yebol	0.0021551724137931034
bing	245	goby inc.	0.001930501930501931
bing	637	web search engine	0.001886347559537845
bing	447	powerset (company)	0.00180722891566265
bing	520	search engine results pages	0.0016501650165016506
bing	336	leapfish	0.0012798634812286685
bing	187	dogpile	0.0012224938875305628
bing	622	webcrawler	0.0011337868480725622
bing	427	organic search	0.0010822510822510825
bing	326	keyword (internet search)	9.883376161296694E-4
bing	519	search engine optimization	9.883376161296694E-4
bing	638	web search query	9.225092250922507E-4
bing	75	carrot2	7.824726134585291E-4
bing	525	semantic search	7.662835249042149E-4
bing	194	duckduckgo	7.425742574257424E-4
bing	654	yahoo! search	6.87757909215956E-4
bing	337	learning to rank	6.722689075630249E-4
bing	518	search engine marketing	6.533812479581835E-4
bing	619	volunia	6.090133982947627E-4
bing	492	robots.txt	5.452562704471102E-4
bing	493	robots exclusion standard	5.446623093681916E-4
bing	401	naver	5.213764337851927E-4
bing	631	web mining	4.741583688952112E-4
bing	647	wolfram alpha	4.60617227084293E-4
bing	244	go.com	4.205214465937763E-4
bing	466	quaero	4.0716612377850165E-4
bing	21	altavista	3.927729772191675E-4
bing	373	microsoft	2.8124121121214933E-4
bing	250	google search	2.711496746203906E-4
bing	35	ask.com	2.1815008726003496E-4
bing	369	meta tags	1.578282828282829E-4
bing	355	machine learning	1.545595054095826E-4
bing	152	data mining	1.19388729703916E-4
bing	117	computer vision	1.1208249271463804E-4
bing	276	index (search engine)	9.99800039992001E-5
bing	517	search engine indexing	9.99800039992001E-5
bing	45	baidu	8.975049362771496E-5
bing	625	web crawler	7.23379629629629E-5
bing	626	web crawling	7.23379629629629E-5
bing	241	geographic information systems	5.672149744753262E-5
bing	247	google	3.107133979617203E-5
bing	0	1890 us census	0.0
bing	1	a9.com	0.0
bing	2	acm computing classification system	0.0
bing	3	advise	0.0
bing	4	aol	0.0
bing	5	aol search	0.0
bing	6	academic press	0.0
bing	7	academic journal	0.0
bing	8	accuracy and precision	0.0
bing	9	actuate corporation	0.0
bing	10	adversarial information retrieval	0.0
bing	11	adverse drug reaction	0.0
bing	12	advertising	0.0
bing	13	aggregate (data warehouse)	0.0
bing	14	aggregate function	0.0
bing	15	alan emtage	0.0
bing	16	algorithm	0.0
bing	17	algorithm design	0.0
bing	18	aliweb	0.0
bing	19	alltheweb	0.0
bing	20	alpha consumer	0.0
bing	22	alvin weinberg	0.0
bing	23	analysis of algorithms	0.0
bing	24	analytics	0.0
bing	25	anchor modeling	0.0
bing	26	angoss	0.0
bing	27	anomaly detection	0.0
bing	28	archie comics	0.0
bing	29	archie search engine	0.0
bing	30	argonne national laboratory	0.0
bing	31	artificial intelligence	0.0
bing	32	artificial life	0.0
bing	33	artificial neural network	0.0
bing	34	as we may think	0.0
bing	36	association for computing machinery	0.0
bing	37	association rule	0.0
bing	38	association rule learning	0.0
bing	39	association rule mining	0.0
bing	40	association rules	0.0
bing	41	atlantic monthly	0.0
bing	42	automata theory	0.0
bing	43	automated reasoning	0.0
bing	44	automatic summarization	0.0
bing	46	bayes' theorem	0.0
bing	47	berlekamp	0.0
bing	48	bibliometrics	0.0
bing	49	bill inmon	0.0
bing	50	binary independence model	0.0
bing	51	binary classification	0.0
bing	53	bioinformatic	0.0
bing	54	bioinformatics	0.0
bing	55	biomedical	0.0
bing	56	blackle.com	0.0
bing	57	blekko	0.0
bing	58	boogami	0.0
bing	59	boolean algebra	0.0
bing	60	boolean operators	0.0
bing	61	bram stoker	0.0
bing	62	british petroleum	0.0
bing	63	business intelligence	0.0
bing	64	business intelligence tools	0.0
bing	65	buzzword	0.0
bing	66	c. j. van rijsbergen	0.0
bing	67	capps ii	0.0
bing	68	cern	0.0
bing	69	cikm conference	0.0
bing	70	crisp-dm	0.0
bing	71	calvin mooers	0.0
bing	72	cambridge university press	0.0
bing	73	cancer	0.0
bing	74	carnegie mellon university	0.0
bing	76	case western reserve university	0.0
bing	77	categorization	0.0
bing	78	category theory	0.0
bing	79	censorship	0.0
bing	80	chacha (search engine)	0.0
bing	81	chemicalize.org	0.0
bing	82	chess	0.0
bing	83	chess endgame	0.0
bing	84	churn rate	0.0
bing	85	clarabridge	0.0
bing	86	classification of the sciences (peirce)	0.0
bing	87	cloud storage	0.0
bing	88	cluster analysis	0.0
bing	89	co-occurrence	0.0
bing	90	cognitive science	0.0
bing	91	collaborative information seeking	0.0
bing	92	collaborative search engine	0.0
bing	93	column-oriented dbms	0.0
bing	94	combinatorial game	0.0
bing	95	combinatorics	0.0
bing	96	communications of the acm	0.0
bing	97	comparison of olap servers	0.0
bing	99	compiler	0.0
bing	100	computability theory	0.0
bing	101	computational chemistry	0.0
bing	102	computational complexity theory	0.0
bing	103	computational geometry	0.0
bing	104	computational linguistics	0.0
bing	105	computational neuroscience	0.0
bing	106	computational physics	0.0
bing	107	computational science	0.0
bing	108	computer accessibility	0.0
bing	109	computer animation	0.0
bing	110	computer architecture	0.0
bing	111	computer data storage	0.0
bing	112	computer graphics	0.0
bing	113	computer music	0.0
bing	114	computer networking	0.0
bing	115	computer programming	0.0
bing	116	computer science	0.0
bing	118	concurrency (computer science)	0.0
bing	119	concurrency control	0.0
bing	120	condition monitoring	0.0
bing	121	conference on information and knowledge management	0.0
bing	122	conference on knowledge discovery and data mining	0.0
bing	123	contextual advertising	0.0
bing	124	controlled vocabulary	0.0
bing	125	cornelis j. van rijsbergen	0.0
bing	126	cross-language information retrieval	0.0
bing	127	cross-platform	0.0
bing	128	cross industry standard process for data mining	0.0
bing	129	cryptography	0.0
bing	130	cuil	0.0
bing	131	cultural studies	0.0
bing	132	customer analytics	0.0
bing	133	customer relationship management	0.0
bing	134	cyril w. cleverdon	0.0
bing	135	dna	0.0
bing	136	dashboard (business)	0.0
bing	137	data	0.0
bing	138	data mining extensions	0.0
bing	139	data pre-processing	0.0
bing	140	data vault modeling	0.0
bing	141	data analysis	0.0
bing	142	data cleaning	0.0
bing	143	data clustering	0.0
bing	144	data collection	0.0
bing	145	data dictionary	0.0
bing	146	data dredging	0.0
bing	147	data extraction	0.0
bing	148	data integration	0.0
bing	149	data loading	0.0
bing	150	data management	0.0
bing	151	data mart	0.0
bing	153	data mining in agriculture	0.0
bing	154	data mining in meteorology	0.0
bing	155	data modeling	0.0
bing	156	data set	0.0
bing	157	data snooping	0.0
bing	158	data structure	0.0
bing	159	data transformation	0.0
bing	160	data visualization	0.0
bing	161	data warehouse	0.0
bing	162	database	0.0
bing	163	database management system	0.0
bing	164	database system	0.0
bing	165	daum communications	0.0
bing	166	decision making	0.0
bing	167	decision support system	0.0
bing	168	decision tree learning	0.0
bing	169	decision trees	0.0
bing	170	deepwater horizon oil spill	0.0
bing	171	degenerate dimension	0.0
bing	172	desktop search	0.0
bing	173	digital object identifier	0.0
bing	174	digital obsolescence	0.0
bing	175	dimension (data warehouse)	0.0
bing	176	dimension reduction	0.0
bing	177	dimension table	0.0
bing	178	dimensional modeling	0.0
bing	179	discounted cumulative gain	0.0
bing	180	discovery (observation)	0.0
bing	181	discovery net	0.0
bing	182	dissolved gas analysis	0.0
bing	183	distributed computing	0.0
bing	184	distributed web crawling	0.0
bing	185	divergence-from-randomness model	0.0
bing	186	document retrieval	0.0
bing	188	don swanson	0.0
bing	189	donald b. crouch	0.0
bing	190	dot-com bubble	0.0
bing	191	dots-and-boxes	0.0
bing	192	dracula	0.0
bing	193	drug discovery	0.0
bing	195	early-arriving fact	0.0
bing	196	educational data mining	0.0
bing	197	electrical power	0.0
bing	198	electronic health records	0.0
bing	199	eli pariser	0.0
bing	200	emanuel goldberg	0.0
bing	201	enterprise search	0.0
bing	202	environment for developing kdd-applications supported by index-structures	0.0
bing	203	eugene garfield	0.0
bing	204	europe	0.0
bing	205	european conference on machine learning and principles and practice of knowledge discovery in databases	0.0
bing	206	european summer school in information retrieval	0.0
bing	207	evolutionary computation	0.0
bing	208	exalead	0.0
bing	209	excite	0.0
bing	210	experian hitwise	0.0
bing	211	expert system	0.0
bing	212	expertise finding	0.0
bing	213	exploratory data analysis	0.0
bing	214	extended boolean model	0.0
bing	215	extract, transform, load	0.0
bing	216	f-score	0.0
bing	217	f. wilfrid lancaster	0.0
bing	218	fico	0.0
bing	219	facebook	0.0
bing	220	fact (data warehouse)	0.0
bing	221	fact table	0.0
bing	222	factor analysis	0.0
bing	223	federated search	0.0
bing	224	file transfer protocol	0.0
bing	225	filter bubble	0.0
bing	226	first amendment to the united states constitution	0.0
bing	227	focused crawler	0.0
bing	228	forestle	0.0
bing	229	formal methods	0.0
